update,optimizer_step,global_step,microsteps,cumulative_completions,generated_tokens,cumulative_generated_tokens,reward_mean,reward_std,reward_variance,canonical_pass_rate,format_accuracy,valid_answer_rate,parseable_rate,loss,total_loss,entropy,entropy_raw_metric_key,grad_norm,grad_norm_available,learning_rate,kl,kl_available,kl_unavailable_reason,ratio_mean,ratio_available,ratio_reason,ratio_variance,ratio_variance_available,ratio_variance_reason,clip_fraction,clip_fraction_available,clip_fraction_raw_key,completion_length_mean,eos_rate,truncation_rate,completion_duplicate_rate,unique_completion_rate,zero_advantage_group_count,zero_advantage_fraction
115,115,115,460,1840,3050,200585,0.3125,0.4060095442227929,0.16484375,0.25,0.5625,0.5625,0.5625,0.1679,0.1679,0.2281988449394703,entropy,0.19811628758907318,True,1.0937500000000001e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,190.625,0.5625,0.4375,0.0,1.0,0,0.0
116,116,116,464,1856,2790,203375,0.13125,0.09164298936634488,0.008398437500000001,0.0,0.6875,0.625,0.625,0.0467,0.0467,0.3414747789502144,entropy,0.1502670794725418,True,1.0156250000000001e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,174.375,0.6875,0.3125,0.0,1.0,3,0.75
117,117,117,468,1872,1933,205308,0.325,0.32787192621510003,0.1075,0.1875,0.6875,0.9375,0.6875,0.0693,0.0693,0.3097760081291199,entropy,0.32555288076400757,True,9.375000000000001e-07,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,120.8125,0.9375,0.0625,0.0,1.0,0,0.0
118,118,118,472,1888,2049,207357,0.371875,0.36655863702141844,0.134365234375,0.25,0.875,0.8125,0.75,0.0192,0.0192,0.3439307361841202,entropy,0.3653619587421417,True,8.59375e-07,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,128.0625,0.875,0.125,0.0,1.0,1,0.25
119,119,119,476,1904,2409,209766,0.3,0.34641016151377546,0.12,0.1875,0.75,0.75,0.75,0.1707,0.1707,0.24948884919285774,entropy,0.20946359634399414,True,7.8125e-07,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,150.5625,0.75,0.25,0.0,1.0,2,0.5
120,120,120,480,1920,2512,212278,0.196875,0.21828074668875402,0.047646484375,0.0625,0.8125,0.625,0.5625,0.1578,0.1578,0.2715597115457058,entropy,0.3798673152923584,True,7.03125e-07,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,157.0,0.875,0.125,0.0,1.0,1,0.25
121,121,121,484,1936,2152,214430,0.26875,0.2816663584810937,0.0793359375,0.125,0.8125,0.8125,0.6875,0.0312,0.0312,0.23155323415994644,entropy,1.0273945331573486,True,6.25e-07,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,134.5,0.9375,0.0625,0.0,1.0,1,0.25
122,122,122,488,1952,2070,216500,0.26875,0.28442650632456884,0.0808984375,0.125,0.875,0.8125,0.8125,0.0885,0.0885,0.3271866887807846,entropy,0.3788670003414154,True,5.468750000000001e-07,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,129.375,0.9375,0.0625,0.0,1.0,1,0.25
123,123,123,492,1968,2885,219385,0.23750000000000002,0.3018174116912409,0.09109375,0.125,0.6875,0.6875,0.6875,0.1746,0.1746,0.26843348145484924,entropy,0.21339134871959686,True,4.6875000000000006e-07,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,180.3125,0.6875,0.3125,0.0,1.0,1,0.25
124,124,124,496,1984,1941,221326,0.5875,0.4151430476353904,0.17234375,0.5,0.9375,0.9375,0.9375,-0.0152,-0.0152,0.23706971108913422,entropy,0.2929426431655884,True,3.90625e-07,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,121.3125,1.0,0.0,0.0,1.0,3,0.75
125,125,125,500,2000,2506,223832,0.24375,0.2973187473066574,0.0883984375,0.125,0.625,0.75,0.625,-0.0028,-0.0028,0.27199219167232513,entropy,0.24889737367630005,True,3.125e-07,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,156.625,0.75,0.25,0.0,1.0,2,0.5
126,126,126,504,2016,2648,226480,0.17500000000000002,0.22980970388562794,0.0528125,0.0625,0.625,0.5625,0.5625,0.0685,0.0685,0.29645494371652603,entropy,0.2140767127275467,True,2.3437500000000003e-07,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,165.5,0.875,0.125,0.0,1.0,1,0.25
127,127,127,508,2032,1800,228280,0.5375,0.41060169264142105,0.16859375,0.4375,0.9375,0.9375,0.9375,0.128,0.128,0.2778548561036587,entropy,0.7338264584541321,True,1.5625e-07,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,112.5,0.9375,0.0625,0.0,1.0,0,0.0
128,128,128,512,2048,2395,230675,0.4,0.41231056256176607,0.16999999999999998,0.3125,0.75,0.75,0.75,-0.0129,-0.0129,0.29213695228099823,entropy,0.2501632571220398,True,7.8125e-08,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,149.6875,0.8125,0.1875,0.0,1.0,1,0.25
